jy,jx,jz
13,4,36
13,4,37
13,4,38
13,4,39
13,4,40
13,4,41
13,4,42
13,4,43
13,4,44
13,4,45
13,4,46
13,4,47
13,5,2
13,5,3
13,5,4
13,5,5
13,5,6
13,5,7
13,5,8
13,5,9
13,5,10
13,5,11
13,5,12
13,5,13
13,5,14
13,5,15
13,5,16
13,5,17
13,5,18
13,5,19
13,5,20
13,5,21
13,5,22
13,5,23
13,5,24
13,5,25
13,5,26
13,5,27
13,5,28
13,5,29
13,5,30
13,5,31
13,5,32
13,5,33
13,5,34
13,5,35
13,5,36
13,5,37
13,5,38
13,5,39
13,5,40
13,5,41
13,5,42
13,5,43
13,5,44
13,5,45
13,5,46
13,5,47
13,5,48
13,5,49
13,6,1
13,6,2
13,6,3
13,6,4
13,6,5
13,6,6
13,6,7
13,6,8
13,6,9
13,6,10
13,6,11
13,6,12
13,6,13
13,6,14
13,6,15
13,6,16
13,6,17
13,6,18
13,6,19
13,6,20
13,6,21
13,6,22
13,6,23
13,6,24
13,6,25
13,6,26
13,6,27
13,6,28
13,6,29
13,6,30
13,6,31
13,6,32
13,6,33
13,6,34
13,6,35
13,6,36
13,6,37
13,6,38
13,6,39
13,6,40
13,6,41
13,6,42
13,6,43
13,6,44
13,6,45
13,6,46
13,6,47
13,6,48
13,6,49
13,7,1
13,7,2
13,7,3
13,7,4
13,7,5
13,7,6
13,7,7
13,7,8
13,7,9
13,7,10
13,7,11
13,7,12
13,7,13
13,7,14
13,7,15
13,7,16
13,7,17
13,7,18
13,7,19
13,7,20
13,7,21
13,7,22
13,7,23
13,7,24
13,7,25
13,7,26
13,7,27
13,7,28
13,7,29
13,7,30
13,7,31
13,7,32
13,7,33
13,7,34
13,7,35
13,7,36
13,7,37
13,7,38
13,7,39
13,7,40
13,7,41
13,7,42
13,7,43
13,7,44
13,7,45
13,7,46
13,7,47
13,7,48
13,7,49
13,8,1
13,8,2
13,8,3
13,8,4
13,8,5
13,8,6
13,8,7
13,8,8
13,8,9
13,8,10
13,8,11
13,8,12
13,8,13
13,8,14
13,8,15
13,8,16
13,8,17
13,8,18
13,8,19
13,8,20
13,8,21
13,8,22
13,8,23
13,8,24
13,8,25
13,8,26
13,8,27
13,8,28
13,8,29
13,8,30
13,8,31
13,8,32
13,8,33
13,8,34
13,8,35
13,8,36
13,8,37
13,8,38
13,8,39
13,8,40
13,8,41
13,8,42
13,8,43
13,8,44
13,8,45
13,8,46
13,8,47
13,8,48
13,8,49
13,8,50
13,9,1
13,9,2
13,9,3
13,9,4
13,9,5
13,9,6
13,9,7
13,9,8
13,9,9
13,9,10
13,9,11
13,9,12
13,9,13
13,9,14
13,9,15
13,9,16
13,9,17
13,9,18
13,9,19
13,9,20
13,9,21
13,9,22
13,9,23
13,9,24
13,9,25
13,9,26
13,9,27
13,9,28
13,9,29
13,9,30
13,9,31
13,9,32
13,9,33
13,9,34
13,9,35
13,9,36
13,9,37
13,9,38
13,9,39
13,9,40
13,9,41
13,9,42
13,9,43
13,9,44
13,9,45
13,9,46
13,9,47
13,9,48
13,9,49
13,9,50
13,10,1
13,10,2
13,10,3
13,10,4
13,10,5
13,10,6
13,10,7
13,10,8
13,10,9
13,10,10
13,10,11
13,10,12
13,10,13
13,10,14
13,10,15
13,10,16
13,10,17
13,10,18
13,10,19
13,10,20
13,10,21
13,10,22
13,10,23
13,10,24
13,10,25
13,10,26
13,10,27
13,10,28
13,10,29
13,10,30
13,10,31
13,10,32
13,10,33
13,10,34
13,10,35
13,10,36
13,10,37
13,10,38
13,10,39
13,10,40
13,10,41
13,10,42
13,10,43
13,10,44
13,10,45
13,10,46
13,10,47
13,10,48
13,10,49
13,10,50
13,11,2
13,11,3
13,11,4
13,11,5
13,11,6
13,11,7
13,11,8
13,11,9
13,11,10
13,11,11
13,11,12
13,11,13
13,11,14
13,11,15
13,11,16
13,11,17
13,11,18
13,11,19
13,11,20
13,11,21
13,11,22
13,11,23
13,11,24
13,11,25
13,11,26
13,11,27
13,11,28
13,11,29
13,11,30
13,11,31
13,11,32
13,11,33
13,11,34
13,11,35
13,11,36
13,11,37
13,11,38
13,11,39
13,11,40
13,11,41
13,11,42
13,11,43
13,11,44
13,11,45
13,11,46
13,11,47
13,11,48
13,11,49
13,11,50
13,12,2
13,12,3
13,12,4
13,12,5
13,12,6
13,12,7
13,12,8
13,12,9
13,12,10
13,12,11
13,12,12
13,12,13
13,12,14
13,12,15
13,12,16
13,12,17
13,12,18
13,12,19
13,12,20
13,12,21
13,12,22
13,12,23
13,12,24
13,12,25
13,12,26
13,12,27
13,12,28
13,12,29
13,12,30
13,12,31
13,12,32
13,12,33
13,12,34
13,12,35
13,12,36
13,12,37
13,12,38
13,12,39
13,12,40
13,12,41
13,12,42
13,12,43
13,12,44
13,12,45
13,12,46
13,12,47
13,12,48
13,12,49
13,12,50
13,13,3
13,13,4
13,13,5
13,13,6
13,13,7
13,13,8
13,13,9
13,13,10
13,13,11
13,13,12
13,13,13
13,13,14
13,13,15
13,13,16
13,13,17
13,13,18
13,13,19
13,13,20
13,13,21
13,13,22
13,13,23
13,13,24
13,13,25
13,13,26
13,13,27
13,13,28
13,13,29
13,13,30
13,13,31
13,13,32
13,13,33
13,13,34
13,13,35
13,13,36
13,13,37
13,13,38
13,13,39
13,13,40
13,13,41
13,13,42
13,13,43
13,13,44
13,13,45
13,13,46
13,13,47
13,13,48
13,13,49
13,14,4
13,14,5
13,14,6
13,14,7
13,14,13
13,14,14
13,14,17
13,14,18
13,14,19
13,14,20
13,14,21
13,14,22
13,14,23
13,14,24
13,14,25
13,14,26
13,14,27
13,14,28
13,14,29
13,14,30
13,14,31
13,14,32
13,14,33
13,14,34
13,14,35
13,14,36
13,14,37
13,14,38
13,14,39
13,14,40
13,14,41
13,14,42
13,14,43
13,14,44
13,14,45
13,14,46
13,14,47
13,15,19
13,15,21
13,15,22
13,15,23
13,15,24
13,15,25
13,15,26
13,15,27
13,15,28
13,15,29
13,15,30
13,15,31
13,15,32
13,15,33
13,15,34
13,15,35
13,15,36
13,15,37
13,15,38
13,15,39
13,15,40
14,2,17
14,2,18
14,2,19
14,2,20
14,2,21
14,2,22
14,2,23
14,2,24
14,2,25
14,2,26
14,2,30
14,2,31
14,2,32
14,2,33
14,2,34
14,2,35
14,2,36
14,2,37
14,2,38
14,2,39
14,2,40
14,2,41
14,2,42
14,3,11
14,3,12
14,3,13
14,3,14
14,3,15
14,3,16
14,3,17
14,3,18
14,3,19
14,3,20
14,3,21
14,3,22
14,3,23
14,3,24
14,3,25
14,3,26
14,3,27
14,3,28
14,3,29
14,3,30
14,3,31
14,3,32
14,3,33
14,3,34
14,3,35
14,3,36
14,3,37
14,3,38
14,3,39
14,3,40
14,3,41
14,3,42
14,3,43
14,3,44
14,4,6
14,4,7
14,4,8
14,4,9
14,4,10
14,4,11
14,4,12
14,4,13
14,4,14
14,4,15
14,4,16
14,4,17
14,4,18
14,4,19
14,4,20
14,4,21
14,4,22
14,4,23
14,4,24
14,4,25
14,4,26
14,4,27
14,4,28
14,4,29
14,4,30
14,4,31
14,4,32
14,4,33
14,4,34
14,4,35
14,4,36
14,4,37
14,4,38
14,4,39
14,4,40
14,4,41
14,4,42
14,4,43
14,4,44
14,4,45
14,4,46
14,5,5
14,5,6
14,5,7
14,5,8
14,5,9
14,5,10
14,5,11
14,5,12
14,5,13
14,5,14
14,5,15
14,5,16
14,5,17
14,5,18
14,5,19
14,5,20
14,5,21
14,5,22
14,5,23
14,5,24
14,5,25
14,5,26
14,5,27
14,5,28
14,5,29
14,5,30
14,5,31
14,5,32
14,5,33
14,5,34
14,5,35
14,5,36
14,5,37
14,5,38
14,5,39
14,5,40
14,5,41
14,5,42
14,5,43
14,5,44
14,5,45
14,5,46
14,5,47
14,6,4
14,6,5
14,6,6
14,6,7
14,6,8
14,6,9
14,6,10
14,6,11
14,6,12
14,6,13
14,6,14
14,6,15
14,6,16
14,6,17
14,6,18
14,6,19
14,6,20
14,6,21
14,6,22
14,6,23
14,6,24
14,6,25
14,6,26
14,6,27
14,6,28
14,6,29
14,6,30
14,6,31
14,6,32
14,6,33
14,6,34
14,6,35
14,6,36
14,6,37
14,6,38
14,6,39
14,6,40
14,6,41
14,6,42
14,6,43
14,6,44
14,6,45
14,6,46
14,6,47
14,6,48
14,7,2
14,7,3
14,7,4
14,7,5
14,7,6
14,7,7
14,7,8
14,7,9
14,7,10
14,7,11
14,7,12
14,7,13
14,7,14
14,7,15
14,7,16
14,7,17
14,7,18
14,7,19
14,7,20
14,7,21
14,7,22
14,7,23
14,7,24
14,7,25
14,7,26
14,7,27
14,7,28
14,7,29
14,7,30
14,7,31
14,7,32
14,7,33
14,7,34
14,7,35
14,7,36
14,7,37
14,7,38
14,7,39
14,7,40
14,7,41
14,7,42
14,7,43
14,7,44
14,7,45
14,7,46
14,7,47
14,7,48
14,8,2
14,8,3
14,8,4
14,8,5
14,8,6
14,8,7
14,8,8
14,8,9
14,8,10
14,8,11
14,8,12
14,8,13
14,8,14
14,8,15
14,8,16
14,8,17
14,8,18
14,8,19
14,8,20
14,8,21
14,8,22
14,8,23
14,8,24
14,8,25
14,8,26
14,8,27
14,8,28
14,8,29
14,8,30
14,8,31
14,8,32
14,8,33
14,8,34
14,8,35
14,8,36
14,8,37
14,8,38
14,8,39
14,8,40
14,8,41
14,8,42
14,8,43
14,8,44
14,8,45
14,8,46
14,8,47
14,8,48
14,8,49
14,9,2
14,9,3
14,9,4
14,9,5
14,9,6
14,9,7
14,9,8
14,9,9
14,9,10
14,9,11
14,9,12
14,9,13
14,9,14
14,9,15
14,9,16
14,9,17
14,9,18
14,9,19
14,9,20
14,9,21
14,9,22
14,9,23
14,9,24
14,9,25
14,9,26
14,9,27
14,9,28
14,9,29
14,9,30
14,9,31
14,9,32
14,9,33
14,9,34
14,9,35
14,9,36
14,9,37
14,9,38
14,9,39
14,9,40
14,9,41
14,9,42
14,9,43
14,9,44
14,9,45
14,9,46
14,9,47
14,9,48
14,9,49
14,10,3
14,10,4
14,10,5
14,10,6
14,10,7
14,10,8
14,10,9
14,10,10
14,10,11
14,10,12
14,10,13
14,10,14
14,10,15
14,10,16
14,10,17
14,10,18
14,10,19
14,10,20
14,10,21
14,10,22
14,10,23
14,10,24
14,10,25
14,10,26
14,10,27
14,10,28
14,10,29
14,10,30
14,10,31
14,10,32
14,10,33
14,10,34
14,10,35
14,10,36
14,10,37
14,10,38
14,10,39
14,10,40
14,10,41
14,10,42
14,10,43
14,10,44
14,10,45
14,10,46
14,10,47
14,10,48
14,10,49
14,11,4
14,11,5
14,11,6
14,11,7
14,11,8
14,11,9
14,11,10
14,11,11
14,11,12
14,11,13
14,11,14
14,11,15
14,11,16
14,11,17
14,11,18
14,11,19
14,11,20
14,11,21
14,11,22
14,11,23
14,11,24
14,11,25
14,11,26
14,11,27
14,11,28
14,11,29
14,11,30
14,11,31
14,11,32
14,11,33
14,11,34
14,11,35
14,11,36
14,11,37
14,11,38
14,11,39
14,11,40
14,11,41
14,11,42
14,11,43
14,11,44
14,11,45
14,11,46
14,11,47
14,11,48
14,11,49
14,12,4
14,12,5
14,12,6
14,12,7
14,12,8
14,12,9
14,12,12
14,12,13
14,12,14
14,12,15
14,12,16
14,12,17
14,12,18
14,12,19
14,12,20
14,12,21
14,12,22
14,12,23
14,12,24
14,12,25
14,12,26
14,12,27
14,12,28
14,12,29
14,12,30
14,12,31
14,12,32
14,12,33
14,12,34
14,12,35
14,12,36
14,12,37
14,12,38
14,12,39
14,12,40
14,12,41
14,12,42
14,12,43
14,12,44
14,12,45
14,12,46
14,12,47
14,12,48
14,12,49
14,13,13
14,13,16
14,13,17
14,13,18
14,13,19
14,13,20
14,13,21
14,13,22
14,13,23
14,13,24
14,13,25
14,13,26
14,13,27
14,13,28
14,13,29
14,13,30
14,13,31
14,13,32
14,13,33
14,13,34
14,13,35
14,13,36
14,13,37
14,13,38
14,13,39
14,13,40
14,13,41
14,13,42
14,13,43
14,13,44
14,13,45
14,13,46
14,13,47
14,14,18
14,14,19
14,14,20
14,14,21
14,14,22
14,14,23
14,14,24
14,14,25
14,14,26
14,14,27
14,14,28
14,14,29
14,14,30
14,14,31
14,14,32
14,14,33
14,14,34
14,14,35
14,14,36
14,14,37
14,14,38
14,14,39
14,14,40
14,14,41
14,14,42
14,14,43
14,14,44
14,15,25
14,15,26
14,15,27
14,15,28
14,15,29
14,15,30
14,15,31
14,15,32
14,15,33
14,15,38
15,3,13
15,3,17
15,3,18
15,3,19
15,3,20
15,3,21
15,3,22
15,3,23
15,3,30
15,3,31
15,3,32
15,3,33
15,3,34
15,3,35
15,3,36
15,3,37
15,3,38
15,3,39
15,3,40
15,3,41
15,4,11
15,4,12
15,4,13
15,4,14
15,4,15
15,4,16
15,4,17
15,4,18
15,4,19
15,4,20
15,4,21
15,4,22
15,4,23
15,4,24
15,4,25
15,4,26
15,4,27
15,4,28
15,4,29
15,4,30
15,4,31
15,4,32
15,4,33
15,4,34
15,4,35
15,4,36
15,4,37
15,4,38
15,4,39
15,4,40
15,4,41
15,4,42
15,4,43
15,5,8
15,5,9
15,5,10
15,5,11
15,5,12
15,5,13
15,5,14
15,5,15
15,5,16
15,5,17
15,5,18
15,5,19
15,5,20
15,5,21
15,5,22
15,5,23
15,5,24
15,5,25
15,5,26
15,5,27
15,5,28
15,5,29
15,5,30
15,5,31
15,5,32
15,5,33
15,5,34
15,5,35
15,5,36
15,5,37
15,5,38
15,5,39
15,5,40
15,5,41
15,5,42
15,5,43
15,5,44
15,6,7
15,6,8
15,6,9
15,6,10
15,6,11
15,6,12
15,6,13
15,6,14
15,6,15
15,6,16
15,6,17
15,6,18
15,6,19
15,6,20
15,6,21
15,6,22
15,6,23
15,6,24
15,6,25
15,6,26
15,6,27
15,6,28
15,6,29
15,6,30
15,6,31
15,6,32
15,6,33
15,6,34
15,6,35
15,6,36
15,6,37
15,6,38
15,6,39
15,6,40
15,6,41
15,6,42
15,6,43
15,6,44
15,6,45
15,7,6
15,7,7
15,7,8
15,7,9
15,7,10
15,7,11
15,7,12
15,7,13
15,7,14
15,7,15
15,7,16
15,7,17
15,7,18
15,7,19
15,7,20
15,7,21
15,7,22
15,7,23
15,7,24
15,7,25
15,7,26
15,7,27
15,7,28
15,7,29
15,7,30
15,7,31
15,7,32
15,7,33
15,7,34
15,7,35
15,7,36
15,7,37
15,7,38
15,7,39
15,7,40
15,7,41
15,7,42
15,7,43
15,7,44
15,7,45
15,8,6
15,8,7
15,8,8
15,8,9
15,8,10
15,8,11
15,8,12
15,8,13
15,8,14
15,8,15
15,8,16
15,8,17
15,8,18
15,8,19
15,8,20
15,8,21
15,8,22
15,8,23
15,8,24
15,8,25
15,8,26
15,8,27
15,8,28
15,8,29
15,8,30
15,8,31
15,8,32
15,8,33
15,8,34
15,8,35
15,8,36
15,8,37
15,8,38
15,8,39
15,8,40
15,8,41
15,8,42
15,8,43
15,8,44
15,8,45
15,9,6
15,9,7
15,9,8
15,9,9
15,9,10
15,9,11
15,9,12
15,9,13
15,9,14
15,9,15
15,9,16
15,9,17
15,9,18
15,9,19
15,9,20
15,9,21
15,9,22
15,9,23
15,9,24
15,9,25
15,9,26
15,9,27
15,9,28
15,9,29
15,9,30
15,9,31
15,9,32
15,9,33
15,9,34
15,9,35
15,9,36
15,9,37
15,9,38
15,9,39
15,9,40
15,9,41
15,9,42
15,9,43
15,9,44
15,9,45
15,10,6
15,10,7
15,10,8
15,10,9
15,10,12
15,10,13
15,10,14
15,10,15
15,10,16
15,10,17
15,10,18
15,10,19
15,10,20
15,10,21
15,10,22
15,10,23
15,10,24
15,10,25
15,10,26
15,10,27
15,10,28
15,10,29
15,10,30
15,10,31
15,10,32
15,10,33
15,10,34
15,10,35
15,10,36
15,10,37
15,10,38
15,10,39
15,10,40
15,10,41
15,10,42
15,10,43
15,10,44
15,10,45
15,10,46
15,11,12
15,11,13
15,11,14
15,11,15
15,11,16
15,11,17
15,11,18
15,11,19
15,11,20
15,11,21
15,11,22
15,11,23
15,11,24
15,11,25
15,11,26
15,11,27
15,11,28
15,11,29
15,11,30
15,11,31
15,11,32
15,11,33
15,11,34
15,11,35
15,11,36
15,11,37
15,11,38
15,11,39
15,11,40
15,11,41
15,11,42
15,11,43
15,11,44
15,11,45
15,11,46
15,11,49
15,12,18
15,12,19
15,12,20
15,12,21
15,12,22
15,12,23
15,12,24
15,12,25
15,12,26
15,12,27
15,12,28
15,12,29
15,12,30
15,12,31
15,12,32
15,12,33
15,12,34
15,12,35
15,12,36
15,12,37
15,12,38
15,12,39
15,12,40
15,12,41
15,12,42
15,12,43
15,12,44
15,12,49
15,13,21
15,13,22
15,13,23
15,13,24
15,13,25
15,13,26
15,13,27
15,13,28
15,13,29
15,13,30
15,13,31
15,13,32
15,13,33
15,13,34
15,13,35
15,13,36
15,13,37
15,13,38
15,13,39
15,13,40
15,13,41
15,14,26
15,14,27
15,14,28
15,14,29
15,14,30
15,14,31
15,14,32
15,14,33
15,14,35
15,14,36
15,14,37
15,14,38
15,14,39
15,14,40
16,4,33
16,4,38
16,4,39
16,4,40
16,5,13
16,5,15
16,5,16
16,5,17
16,5,19
16,5,20
16,5,21
16,5,22
16,5,31
16,5,32
16,5,33
16,5,34
16,5,35
16,5,36
16,5,37
16,5,38
16,5,39
16,5,40
16,5,41
16,6,13
16,6,15
16,6,16
16,6,17
16,6,18
16,6,19
16,6,20
16,6,21
16,6,22
16,6,23
16,6,24
16,6,25
16,6,26
16,6,27
16,6,28
16,6,29
16,6,30
16,6,31
16,6,32
16,6,33
16,6,34
16,6,35
16,6,36
16,6,37
16,6,38
16,6,39
16,6,40
16,6,41
16,7,12
16,7,13
16,7,14
16,7,15
16,7,16
16,7,17
16,7,18
16,7,19
16,7,20
16,7,21
16,7,22
16,7,23
16,7,24
16,7,25
16,7,26
16,7,27
16,7,28
16,7,29
16,7,30
16,7,31
16,7,32
16,7,33
16,7,34
16,7,35
16,7,36
16,7,37
16,7,38
16,7,39
16,7,40
16,7,41
16,8,12
16,8,13
16,8,14
16,8,15
16,8,16
16,8,17
16,8,18
16,8,19
16,8,20
16,8,21
16,8,22
16,8,23
16,8,24
16,8,25
16,8,26
16,8,27
16,8,28
16,8,29
16,8,30
16,8,31
16,8,32
16,8,33
16,8,34
16,8,35
16,8,36
16,8,37
16,8,38
16,8,39
16,8,40
16,8,41
16,9,13
16,9,14
16,9,15
16,9,16
16,9,17
16,9,18
16,9,19
16,9,20
16,9,21
16,9,22
16,9,23
16,9,24
16,9,25
16,9,26
16,9,27
16,9,28
16,9,29
16,9,30
16,9,31
16,9,32
16,9,33
16,9,34
16,9,35
16,9,36
16,9,37
16,9,38
16,9,39
16,9,40
16,9,41
16,10,18
16,10,19
16,10,20
16,10,21
16,10,22
16,10,23
16,10,24
16,10,25
16,10,26
16,10,27
16,10,28
16,10,29
16,10,30
16,10,31
16,10,32
16,10,33
16,10,34
16,10,35
16,10,36
16,10,37
16,10,38
16,10,39
16,10,40
16,10,41
16,11,22
16,11,23
16,11,25
16,11,27
16,11,28
16,11,29
16,11,30
16,11,31
16,11,32
16,11,33
16,11,34
16,11,35
16,11,36
16,11,37
16,11,38
16,11,39
16,11,40
16,11,41
16,12,27
16,12,28
16,12,29
16,12,30
16,12,31
16,12,32
16,12,33
16,12,34
16,12,36
16,12,37
16,12,38
16,12,39
16,12,40
16,13,33
